claim,true_label,predicted_label,confidence
"Rudy Giuliani correctly tweeted that a research lab in Wuhan, China, got a $3.7 million grant from the U.S. in 2017 despite a ban on such funding.",false,false,0.3743
"U.S. vaping-related deaths rise to 54, hospitalizations to 2,506.",true,true,0.9826
Prozac Failed Anorexic Women in Study,true,true,0.6017
"The health care reform plan would set limits similar to the ""socialized"" system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",false,true,0.4794
A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.,false,true,0.4446
Extracting the facts about pomegranate pills,true,true,0.797
Estrogen Patch in Newly Postmenopausal Women May Reduce Alzheimer’s Risk,mixture,false,0.2809
Indonesia doctor hits the streets to curb coronavirus.,true,true,0.9943
Malawi becomes 1st nation to immunize kids against malaria.,true,true,0.9932
“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”,false,false,0.8077
HIV/AIDS among women is skyrocketing in Austin.,false,true,0.8631
"Calorie counts on menus used by women, wealthier diners in Seattle area.",true,true,0.895
AIDS center at UAB getting grant for HIV research.,true,true,0.9942
Facebook post Says researchers found a “fabric that kills coronaviruses”,true,false,0.5952
Trump administration signals compromise on gas mileage rules.,true,true,0.9952
"The United States' top infectious diseases expert, Dr. Anthony Fauci, said people in the U.S. do not need to wear masks to protect against COVID-19.",mixture,true,0.8556
Music May Help Ease Pain for Anxious People,false,true,0.3858
"Gaza runs out of coronavirus tests, Palestinian health officials say.",true,true,0.9933
"In Early Trial, Targeted Therapy Fights Advanced Melanoma",true,true,0.4306
Stem cells reverse blindness caused by burns,mixture,false,0.3736
Proper exercise can reverse damage from heart aging,mixture,true,0.3289
"New Mexico woman, 105, who beat 1918 flu, has COVID-19.",true,true,0.9842
"Chinese officials are seeking approval to start the mass killing of 20,000 people in order to stop the spread of new coronavirus.",false,true,0.8931
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”,false,false,0.6909
The U.S. standard railroad gauge derives directly from the width of Imperial Roman war chariots.,mixture,true,0.6228
"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.",false,true,0.3954
Two New Studies Document Improvement in Breast Cancer Treatment with Use of BioZorb Implant,mixture,true,0.8606
A photograph shows two children holding a 'F*CK Donald Trump' sign at a Chicago rally.,unproven,true,0.8974
"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.",false,true,0.3938
Boy with rare disease gets brand new skin with gene therapy.,true,true,0.9888
"Nike donated three times more to Republicans than Democrats during the 2018 federal election cycle, up to August 2018.",mixture,true,0.656
Washington state cannabis retailer opens in defiance of county ban.,true,true,0.9926
Doctor Challenges Cause Of MS And Treatment,mixture,true,0.9624
Alexandria Ocasio-Cortez is an actress playing a congresswoman to push the agenda of Justice Democrats.,false,true,0.5246
Italy will stop caring for elderly patients who are infected with novel coronavirus strain COVID-19.,mixture,true,0.9937
Blogger Says Nancy Pelosi was “caught trying to include abortion funding in bill to combat coronavirus.”,false,false,0.7417
"California’s Prop 55 ""prevents $4 billion in new cuts to our schools.",false,true,0.4264
Amazon founder Jeff Bezos was building another mansion with elevators and 25 bathrooms at the same time part-time Whole Foods employees lost health benefits.,true,true,0.6707
"Elon Musk once tweeted: ""If one day, my words are against science, choose science.",true,false,0.5107
Brain 'Pacemaker' Might Help Slow Alzheimer’s,mixture,false,0.3126
"174 Democrats voted against a ""bipartisan act to stop convicted terrorists and sexual predators from becoming TSA Agents.",false,true,0.4966
Rio urges Carnival visitors to stick to urban areas.,true,true,0.9921
A meme that claims Donald Trump has been in the public eye for 30 years and was never accused of racism before running for president has gone viral on social media.,false,false,0.4996
"WHO says e-cigarettes, 'smoke-free' products do not help reduce cancer.",true,true,0.5537
A photograph shows the wedding of a U.S. Marine disfigured by combat wounds.,true,true,0.9439
Chicago’s mayor says top cop drinking before incident in car.,true,true,0.9913
GSK to sell two vaccines in $1.1 billion deal to focus on newer treatments.,true,true,0.84
"SUNY Binghamton is offering a ""Stop White People"" course.",false,true,0.9194
Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,false,false,0.41
Government officials in Thailand have warned that an unidentified militant group contaminated canned foods with HIV.,false,true,0.65
"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.",false,true,0.7761
"Reports of e-cigarette injury jump amid rising popularity, U.S. data show.",true,true,0.985
"UK pushes for more ventilators, hospital beds as coronavirus cases mount.",true,true,0.9963
FDA approves new psoriasis drug,mixture,true,0.976
"If someone with the new coronavirus sneezes, it travels about 10 feet before it drops to the ground and is no longer airborne",unproven,false,0.3938
A meme showing a mug shot of U.S. Rep. Matt Gaetz suggests that the congressman has had “seven DUIs” and is responsible for the “suspicious” death of his college roommate.,false,false,0.5125
A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.,true,true,0.9387
UN health revises advice for 3 infections transmitted by sex.,true,true,0.9931
"Aspirin Helps in Reducing Cancer Deaths, a Study Finds",mixture,true,0.6356
"Alex Sink wants to ""cut Medicare.",false,false,0.4035
"A prayer alert about Ryan Corbin, the grandson of singer Pat Boone. Ryan is described as being in a coma in Southern California with brain injury from a fall of three stories.",true,true,0.8055
COVID-19 doctors are reporting inexplicable blood-clotting and hematological complications in otherwise young and healthy patients.,true,true,0.9349
County board votes to evict Planned Parenthood health clinic.,true,true,0.9897
Newly Identified Form of Vertigo Responds to Treatment,false,true,0.3907
Health experts back treatment for kids with peanut allergy.,true,true,0.9963
"Hillary Clinton Says Bernie Sanders ""voted for regime change with respect to Libya.",true,false,0.3723
"The actor Nora Kirkpatrick ""played"" a victim as part of a fake terrorist bomb attack at Parsons Green in London.",false,false,0.5699
Tracking the risks and rewards of transcranial magnetic stimulation,mixture,true,0.7755
'Do we really want to close schools?' U.S. authorities resist coronavirus closures.,true,true,0.8589
City of Hope researchers find regular use of aspirin can lower risk of breast cancer for women,mixture,true,0.8852
Judge dismisses lawsuit against New Mexico health provider.,true,true,0.9869
"The COVID-19 pandemic was planned by the Rockefeller Foundation in ""Operation Lockstep.",false,false,0.3847
Lack of affordable healthcare accounts for a greater number of deaths per year than do terrorist attacks and illegal immigration combined.,mixture,false,0.3624
"Donald Trump Says Hillary Clinton ""wants to go to a single-payer plan"" for health care",false,false,0.4204
A Tennessee boy died in the arms of a local man portraying Santa Claus during a hospital visit.,unproven,true,0.7933
"Parking lot carjackers are placing flyers or $100 bills on the windows of automobiles, then taking the cars when drivers step out of their vehicles to remove them.",false,true,0.7411
"Fight against malaria could be set back 20 years, WHO warns.",true,true,0.9777
Isles’ Lehner thrives after confronting mental health issues.,true,true,0.978
EU suspends delivery of 10 million masks over quality issues.,true,true,0.9937
Research finds talc doesn’t cause cancer; juries disagree.,true,true,0.959
US senators ask federal government to address youth vaping.,true,true,0.9925
"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",true,false,0.3315
"France's coronavirus death rate accelerates, cases near 100,000.",true,true,0.9802
$150K grant will help unravel mysterious panther illness.,true,true,0.867
Acupuncture shows promise for depression in pregnancy,mixture,true,0.4768
Anticoagulants should be used to fight Covid-19.,mixture,true,0.327
Fish Oil Has Benefits After a Heart Attack: Study,mixture,true,0.6367
Merck says thousands file for Vioxx payments.,true,true,0.9843
Literally lousy: Parasite plagues world salmon industry.,true,true,0.4976
"Citizens Property Insurance has ""over $500 billion worth of risk, with less than $10 billion worth of surplus.",false,true,0.3478
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",false,true,0.3672
Pakistan psychologists issue conflict health warning.,true,true,0.9961
New regulation requires motorcycle owners to install 75 MPH governor by January 2017,false,true,0.3887
Chris Christie advised U.S. President Donald Trump to attempt to provoke Joe Biden to stutter during their 2020 presidential debates.,unproven,true,0.4735
Lung Cancer Breath ‘Signature’ Presents Promise for Earlier Diagnosis,mixture,true,0.4725
FDA Panel Backs Novartis Drug For Treating Parkinson’s Dementia,false,true,0.9914
Tumor-free flounder: Study underscores Boston Harbor rebirth.,true,true,0.987
Montana joins other states with vaping product bans .,true,true,0.9938
Missouri student on Columbia campus has active tuberculosis.,true,true,0.9724
“Trump administration just FIRED 54 scientists & cut off 77 grants at Fauci's NIH for not disclosing their ties to Communist China!”,mixture,false,0.6604
The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.,false,true,0.6725
A Harvard study proved that “unvaccinated children pose no risk” to other kids.,false,true,0.4449
"Jason Brian Dalton, who as accused of killing six people during a shooting spree in February 2016, is suing Uber for $10 million in damages.",false,false,0.3939
Measles is one of the most common causes of child blindness worldwide.,true,true,0.4291
Nobel Prize for seeing how life works at molecular level.,true,true,0.9085
Teacher saves caged puppy from drowning in Illinois lake.,true,true,0.9732
Breakthrough study demonstrates survival advantage with immune checkpoint inhibitor for advanced kidney cancer patients,mixture,true,0.7925
A recent invasion of New Guinea Flatworms in Florida poses a significant risk to human health and a sighting of this non-native animal should be reported to authorities by calling 911.,false,false,0.2863
"U.S. Senate candidate Todd Akin was ""partly right"" that a woman's body has a way of shutting down so that a pregnancy doesn't occur if she's raped.",false,true,0.6046
"In clinical trial, cream reduces squamous cell carcinoma risk",true,true,0.3819
Texas Veterans Commission Says one out of three U.S. homeless men is a veteran.,false,true,0.8915
"On Aug. 21, 2019, U.S. President Donald Trump articulated a belief that he is ""the chosen one,"" the ""King of Israel,"" or the ""second coming of God.",false,true,0.3717
Chilean girl with cystic fibrosis tells president: Let me die.,true,true,0.9762
Using PET Scans to Discover Early Signs of Alzheimer’s,false,true,0.6278
Study: Supplements do little to ease arthritis,true,true,0.5005
Boiling menstrual pads and drinking the water to get “high” or “drunk” is an alarming new trend amongst Indonesian teens.,mixture,false,0.3524
"Timely use of Novartis' Entresto could prevent or postpone over 28,000 US deaths per year among HFrEF patients, according to an expert analysis in JAMA Cardiology",true,mixture,0.3367
Restored Mission Control comes alive 50 years after Apollo.,true,true,0.9476
"Jack Conway Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",false,false,0.422
"I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office.",true,mixture,0.3528
"More than 60 killed, hundreds of thousands displaced by flooding in Bangladesh.",true,true,0.9655
The deaths of John Beilman and his daughter were linked to the Las Vegas mass shooting via a device found in Stephen Paddock's hotel room.,false,true,0.4302
"More evidence coffee, tea could prevent diabetes",true,true,0.3233
A video shows a man demonstrating an invisibility cloak.,false,true,0.6113
"The Massachusetts health care plan is ""wildly unpopular"" among state residents.",false,true,0.5388
Tidy Cats Lightweight brand cat litter causes breathing problems in cats.,unproven,true,0.835
Want to quit smoking ? Try acupuncture or hypnosis.,true,false,0.5057
Pokémon Go developer Niantic is working on a Harry Potter version of the hugely popular augmented-reality game.,true,true,0.5893
Another Potential Benefit of Cutting Calories: Better Memory,true,mixture,0.3365
WHO to reconsider declaring global emergency as China virus evacuations begin.,true,true,0.9843
Maraschino cherries are produced using a toxic dye that has been banned for human consumption.,false,true,0.3357
"South Dakota launched a campaign against methamphetamine addiction with the tagline ""Meth. We're On It.",true,true,0.6079
Scientists have determined a date in January is statistically the most depressing day of the year.,false,true,0.4007
"Farmers feed their cattle candy, such as Skittles.",true,true,0.8705
"A new gun law taking effect in California on January 1, 2016, will allow police to seize guns without prior notice.",mixture,true,0.377
"Wendy Davis Says that each year, about 25,000 American women become pregnant through rape or incest.",mixture,true,0.3632
Ultrasound of Neck Arteries May Help Gauge Stroke Risk,mixture,true,0.4801
"Meryl Streep, who was critical of President-elect Donald Trump in a Golden Globes speech, once gave accused pedophile Roman Polanski a standing ovation at the Oscars.",true,false,0.3804
"Maintaining healthy vision may help keep brain in shape, too",mixture,mixture,0.303
Omega-3 Fatty Acids May Lower Breast Cancer Risk in Postmenopausal Obese Women,mixture,true,0.3214
Man who gouged out ex’s eyes committed to mental facility.,true,true,0.722
3 economists who study poverty win Nobel Prize.,true,true,0.9589
"Amarin fish oil capsule shows dramatic benefit for cardiovascular patients, potentially upending market",mixture,true,0.4986
"Rick Scott Says his tax and fee cuts will save households ""$540 over two years.",false,false,0.377
Clark County ranks first in nation in syphilis rates.,true,true,0.9812
Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,true,true,0.325
Thailand extends ban on incoming passenger flights.,true,true,0.9942
"Treating gum disease reduces prostate symptoms, CWRU researchers find",mixture,true,0.9638
Beloved Mote Marine sea turtle gets new Broward County home.,true,true,0.994
"Some cardiologists estimate ""70 percent of all males over 50 have some form of heart disease.",mixture,true,0.397
Judge weighs whether NC schools conspired to depress wages.,true,true,0.9889
"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",false,true,0.3093
Combination approach shows promise for beating advanced melanoma,mixture,true,0.705
"In Yemen, world's worst cholera outbreak traced to eastern Africa.",true,true,0.9459
The artificial sweetener Splenda was inadequately tested and is unsafe for human consumption.,false,false,0.3393
"Congo Ebola epidemic exceeds 1,000 cases: health ministry.",true,true,0.9922
"When U.S. President Donald Trump was asked what he'd say to people who lost family members to COVID-19, he replied, ""I would say this didn't hurt anyone as much as it hurt me.",false,false,0.4284
Blogger Says Vicks VapoRub caused a child’s death.,false,false,0.7189
"Donald Trump Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set ""an all-time record.",mixture,true,0.4543
THC will be removed from drug-test screenings “starting on August 30th.”,false,true,0.3698
Utah governor criticizes federal marijuana reform inaction.,true,true,0.9919
"Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.",false,false,0.4616
Post-war Liberians are demanding better mental health care.,true,true,0.8363
"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.",true,true,0.4598
"Former Navy SEAL Chris Kyle, the author of “American Sniper,” shot looters in New Orleans after Hurricane Katrina, shot two carjackers in Texas, and punched Jesse Ventura in the face.",false,true,0.6952
"Viral posts claim that climate change is a ""made-up catastrophe.",false,false,0.7771
"Neomycin sulphate, an antibiotic, is in vaccines and can lead to epilepsy, brain damage and allergic reactions.",unproven,false,0.3631
Study shows therapy improves quality of life in people who have sleep apnea.,false,true,0.967
"Zinc will help your cold, at least a little",mixture,false,0.3124
Diabetes drug may keep lung cancer at bay,mixture,false,0.3399
Some Cubans choose dose of private medicine despite price.,true,true,0.7479
"The Chilean ""privatization scheme"" that Sharron Angle supports ""has resulted in hidden fees, fewer benefits, and millions of people with no coverage.",false,false,0.5213
"In Africa, a child dies every minute because of (malaria).",true,true,0.4943
“Spiral” CT scans reduce smoker deaths: study,mixture,true,0.5518
Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.,false,true,0.8453
"I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.",false,true,0.5365
Scarless weight-loss surgery: pacemaker for your hunger,mixture,true,0.4491
Trampolines add bounce to group fitness classes.,true,true,0.9034
MUSCULAR DYSTROPHY: HEARTBROKEN FAMILY AWAITS FDA DECISION ON EXPERIMENTAL DRUG,true,true,0.9228
Consuming tainted lettuce caused more deaths in 2018 than homicides perpetrated by undocumented immigrants.,false,true,0.3914
Medtronic recalls heparin-coated bypass equipment.,true,true,0.9958
The Baseball Diet Is Proving To Be A Heavy Favorite For Shedding Pounds In 2015,false,true,0.4014
Early breast cancers may need less lymph node surgery,true,true,0.3278
"Using the ""African method"" of sitting over a steaming cooking pot can help you avoid contracting COVID-19.",false,mixture,0.2923
Second man arrested in probe of Mac Miller’s overdose death.,true,true,0.9508
Facebook post says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,true,false,0.4319
"Adam Hasner Says George LeMieux ""even compared Marco Rubio to Barack Obama.",false,false,0.4014
Fiancee sues over principal’s death in bone marrow procedure.,true,true,0.9696
"Every day, ""about 100 people will be arrested for possession of marijuana in Georgia.",false,true,0.4494
"Routine ""recess"" a hit at White House obesity summit.",true,true,0.7211
ATTC VR-84 is a patent for Zika virus that comes from the Rockefeller Foundation.,mixture,true,0.3077
"Planned Parenthood is ""not actually doing women’s health issues.",false,false,0.6305
We've caught Iran cheating on the interim (nuclear) deal.,false,true,0.5173
The Claim: Aspirin Can Reduce the Risk of Alzheimer’s Disease,false,false,0.5731
"North Korea to launch medical tourism, targeting visitors from China.",true,true,0.9928
There is a demonstrable link between marijuana legalization and an increase in violent crime.,false,unproven,0.3663
"A forthcoming Russian reality show called ""Game2: Winter"" will permit contestants to commit crimes, including rape and murder.",false,false,0.3817
Ginger Supplements Might Ease Inflammation Linked to Colon Cancer,mixture,false,0.3003
Cyclone death toll above 750; fighting disease new challenge.,true,true,0.9852
"Here in Florida, I’ve slashed government by 10 percent. That's $7 billion.",false,true,0.4687
"Every dropout costs us $72,000 for the life of that person.",mixture,true,0.3177
"Muslim nurses now have the ""option of participating in medical operations without washing their hands.",false,true,0.4083
"After initially agreeing with Republicans on an amount for Zika funding, ""Democrats derailed it.",mixture,true,0.4033
U.S. 'gag rule' linked to 40% jump in abortions in parts of Africa.,true,true,0.926
Sometimes I was the only 'no' vote on the entire board.,true,false,0.4234
Trial Shows Cystic Fibrosis Drug Helped Ease Breathing,true,true,0.7922
"Fish Oil Pills During Pregnancy Might Mean Stronger, Healthier Kids",true,true,0.3576
"Three border agents in San Diego ""were very badly hurt through getting hit with rocks and stones.”",unproven,true,0.6948
Clusters of illness linked to CBD vapes share 2nd connection.,true,true,0.674
HIV in America: Studies zero in on trouble spots.,true,true,0.9717
Inmate awaiting mental health treatment dies in Aspen jail.,true,true,0.9871
Sanofi to cut U.S. insulin costs for some patients to $99 per month.,true,true,0.964
Stanford team finds blood test to help identify Alzheimer’s disease,mixture,true,0.993
"New Breast Reconstruction Technique Provides Better Outcomes, Less Discomfort for Women Recovering From Breast Cancer",false,true,0.7846
"Theophilus Van Kannel, who developed the revolving door, did so because of an aversion to holding open doors for women and other acts of chivalry.",false,true,0.5123
U.S. President Donald Trump golfed several times and held a number of rallies after learning about the threat of the coronavirus.,true,true,0.5891
Same-day hip replacements get patients back on their feet,false,true,0.6938
New transplant research aims to salvage infected donated organs.,true,true,0.9023
I'm all ears: fossils reveal human ancestors' hearing abilities.,true,true,0.9543
"Reince Priebus Says Hillary Clinton took ""money from kings of Saudi Arabia and Morocco and Oman and Yemen.",mixture,false,0.3848
Problems spur FDA caution on insulin pump,true,true,0.851
"NASA twins study explores space, the final genetic frontier.",true,true,0.9923
Crohn’s patients respond to J&J’s Stelara in study.,mixture,true,0.887
"Ohio committee rejects medical marijuana for anxiety, autism.",true,true,0.9924
"The number of doctors in specialist psychiatry training fell from 3,187 in 2009 to 2,588 in the first quarter of this year.",mixture,true,0.7383
"Grocery store chain H-E-B's ""hurricane emergency supplies"" included a limit of two on brisket, due to projected storms in Texas.",mixture,true,0.8322
Teen eating habits may help cut breast cancer risk,mixture,true,0.3016
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",mixture,true,0.3728
“Boil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal… MUCUS is the problem its where THE VIRUS LIVES!!!”,false,false,0.6763
Wrist replacement surgery is a last resort for those who wish to save hand’s range of motion,false,false,0.3092
New psoriasis drug is more effective than current treatment,false,true,0.3818
"Walter ""Blackie"" Wetzel, a former leader of the Blackfeet Nation, designed the Indian head logo for the Washington D.C. ""Redskins"" NFL team.",true,true,0.8197
"The UK is performing 240,000 Covid-19 tests a day.",mixture,true,0.9741
What is and isn't a Schedule I narcotic is a job for Congress.,mixture,true,0.5112
Researchers produce first widely protective vaccine against chlamydia,false,true,0.77
A medical examiner's conclusion that Health and Human Services drug pricing adviser Daniel Best died of multiple blunt force injuries contradicts the official ruling that he committed suicide.,false,false,0.3778
A federal judge has approved GOP Congressman Trey Gowdy’s request to exhume the body of Vince Foster to determine if Bill and Hillary Clinton were involved in his death 23 years ago.,false,false,0.3251
A photograph shows an eagle catching a drone.,true,true,0.8785
Christmas miracle for Florida dog whose heart stopped.,true,true,0.969
Another dolphin dies at Arizona aquatic facility.,true,true,0.9738
"What the facts say"" is ... ""the best scenario for kids is a loving mom and dad.",false,false,0.5651
FDA advisory panel rejects J&J drug for acute coronary syndrome.,true,true,0.9956
Gene-editing Chinese scientist kept much of his work secret.,true,true,0.8047
